,text,merged_entities
72,"most of my experiences with these services were in 2019, when i was really struggling with depression and anxiety. i was told that there weren't enough resources to really help me, and to try and find a therapist off campus. i feel as though umass does a great job advertising, but it's hard to know that you'll get actual support when you need it","[{'start': 115, 'end': 347, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
73,students who struggle need a safe and easy way to reach out,"[{'start': 0, 'end': 59, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]"
74,there needs to be a way to streamline classroom help for mental health issues.,"[{'start': 0, 'end': 78, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]"
75,i haven’t utilized on-campus services so i don’t know what’s working or what isn’t.,"[{'start': 0, 'end': 83, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['On-campus Service - Neutral', 'General - Neutral', 'General - Neutral']}]"
76,the attention and awareness of mental health is working well. they destigmatize it,"[{'start': 0, 'end': 82, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive', 'Mental Health Service - Positive']}]"
77,"i suppose the on campus counseling when i was struggling in school during the fall 2021 semester, not related to the pandemic ","[{'start': 0, 'end': 126, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Mental Health Service - Positive']}]"
78,"i think the school at least has some sort of staff that can help students, but i'm very hesitant to ever use those resources since of all the bad things i have heard about it. i've heard that the staff isn't very attentive and doesn't really listen to students/clients and people's experiences just overall haven't sounded that good. there's a quantity of resources, but it seems like the quality of those resources isn't actually that helpful for those who are struggling.","[{'start': 0, 'end': 73, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 78, 'end': 333, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 334, 'end': 473, 'aspects': [], 'sentiments': [], 'raw_labels': ['General - Negative', 'Mental Health Service - Limitation', 'Counseling Service - Negative']}]"
79,"generally the services are okay, but they gave been getting worse over the past few years","[{'start': 0, 'end': 31, 'aspects': ['General'], 'sentiments': ['Positive'], 'raw_label': 'General - Positive'}, {'start': 33, 'end': 89, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Negative'}]"
80,cu’s mental health “department” is a shit show. they don’t care about students. they made a promise to bring on 20 new providers and actually fired 10 existing ones instead. when i reached my lowest low i asked for therapy twice a week instead of once and they discontinued my care entirely because of the request. the director did a coverup job and tried to conceal my health records that i am legally obligated to. it took two months for me to finally have all of my health documents in my possession and i had to use a third party to force her to give me the information i was entitled to. ,"[{'start': 0, 'end': 79, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Negative', 'On-campus Service - Negative', 'On-campus Service - Negative']}, {'start': 174, 'end': 314, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Negative', 'Counseling Service - Limitation']}, {'start': 315, 'end': 593, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_labels': ['General - Negative', 'General - Negative', 'Counseling Service - Limitation']}, {'start': 80, 'end': 174, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Limitation', 'On-campus Service - Limitation']}]"
81,"i'm not to sure as i have not gone for help, but from what i have heard, they are quick to diagnose kids with adhd and give them medication. some kids' problems are more deeply rooted and greater than adhd","[{'start': 0, 'end': 43, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['General - Neutral', 'General - Neutral']}, {'start': 45, 'end': 140, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive', 'Therapy Service - Positive']}, {'start': 141, 'end': 205, 'aspects': [], 'sentiments': [], 'raw_labels': ['Mental Health Service - Limitation', 'General - Neutral']}]"
82,i have a coach that helps me set goals and that works pretty well,"[{'start': 0, 'end': 65, 'aspects': ['General'], 'sentiments': ['Neutral'], 'raw_labels': ['Wellness Service - Positive', 'General - Neutral', 'General - Neutral']}]"
83,i am not aware of the mental health service that my institution provides.,"[{'start': 0, 'end': 73, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Neutral', 'Mental Health Service - Limitation', 'Mental Health Service - Negative']}]"
84,"need more scheduled communication, perhaps group sessions, people who are going through the same thing ","[{'start': 0, 'end': 103, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Suggestion'}]"
85,not sure. the counseling center worked well for me prior to covid when i attended.,"[{'start': 10, 'end': 82, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}]"
86,there’s not any well provided they’re hard to access and not useful ,"[{'start': 0, 'end': 68, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Mental Health Service - Negative', 'Mental Health Service - Negative']}]"
87,i think it should be free for all students who want it. at least 10 sessions with a mental health professional should be available to us each school year.,"[{'start': 0, 'end': 56, 'aspects': ['On-campus Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Suggestion', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}, {'start': 56, 'end': 154, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
88,"i’ve liked my caps counselor a lot, but i think that the college staff in general should do a better job addressing mental health. ","[{'start': 0, 'end': 35, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 36, 'end': 131, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]"
89,"we have a program called caps but hardly anyone knows it exists, and it is very hard to get an appointment.","[{'start': 0, 'end': 63, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Limitation', 'Mental Health Service - Limitation']}, {'start': 69, 'end': 107, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Limitation', 'Service Availability - Limitation']}]"
90,the on-campus mental health center frequently organizes events to spread awareness of certain mental health issues.,"[{'start': 0, 'end': 115, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Service Availability - Positive', 'Mental Health Service - Positive', 'Mental Health Service - Positive']}]"
91,"each aggie matters is a great program i've seen in social media and at therapy fluffy events, but i don't know what it has to offer beyond that","[{'start': 0, 'end': 93, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive']}]"
92,counselors have been a great help in assisting student about issues and stressors. athletes need more attention when it comes to mental health ,"[{'start': 0, 'end': 83, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Counseling Service - Positive']}, {'start': 83, 'end': 143, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'Mental Health Service - Suggestion', 'Counseling Service - Suggestion']}]"
93,"all aspects have worked great for me, i think more diversity in counseling staff would be helpful. ","[{'start': 0, 'end': 37, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['General - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 38, 'end': 99, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Suggestion', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]"
94,i think the university does a good job advertising different support groups but i think that there should be more access to counselors. i have heard that it is difficult to find an appointment,"[{'start': 0, 'end': 75, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'Mental Health Service - Positive', 'Mental Health Service - Positive']}, {'start': 76, 'end': 135, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion']}, {'start': 136, 'end': 192, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}]"
