sample_id,text,merged_entities,gold_struct,candidates_final
54,"i can't say i've used any services personally, but i know there's always signs and posters for the cougar counseling and the texting line thing that they have, and that seems good. ","[{'start': 51, 'end': 116, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_label': 'Counseling Service - Positive'}, {'start': 121, 'end': 158, 'aspects': ['Hotline Service'], 'sentiments': ['Positive'], 'raw_label': 'Hotline Service - Positive'}]","{'aspect_set': ['Counseling Service', 'Hotline Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [51, 116]}]}, 'Hotline Service': {'label': 'Positive', 'evidence': [{'span': [121, 158]}]}}}","[""Counseling Service"", ""Hotline Service""]"
55,"i haven’t interacted with my schools mental health resources; however, they’ve generally done well in terms to providing physical health resources like fitness classes","[{'start': 71, 'end': 167, 'aspects': ['Wellness Service'], 'sentiments': ['Positive'], 'raw_labels': ['Wellness Service - Positive', 'Wellness Service - Positive', 'Wellness Service - Positive']}]","{'aspect_set': ['Wellness Service'], 'by_aspect': {'Wellness Service': {'label': 'Positive', 'evidence': [{'span': [71, 167]}]}}}","[""Wellness Service""]"
56,seans house is nice they have counselors and support animals i think there just needs to be more on site counseling and also let students know where that is,"[{'start': 0, 'end': 60, 'aspects': [], 'sentiments': [], 'raw_labels': ['Counseling Service - Positive', 'Wellness Service - Positive', 'Mental Health Service - Positive']}, {'start': 61, 'end': 115, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Suggestion', 'Counseling Service - Suggestion']}, {'start': 120, 'end': 156, 'aspects': [], 'sentiments': [], 'raw_labels': ['Service Availability - Suggestion', 'Mental Health Service - Suggestion']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [61, 115]}]}}}","[""Counseling Service""]"
57,i am not sure. i don’t feel like i am getting any help with my mental health,"[{'start': 0, 'end': 76, 'aspects': ['General'], 'sentiments': ['Negative'], 'raw_label': 'General - Negative'}]","{'aspect_set': ['General'], 'by_aspect': {'General': {'label': 'Negative', 'evidence': [{'span': [0, 76]}]}}}","[""General""]"
58,the counseling on-campus helps students out everyday. fiu should focus more on online counseling because the pandemic forces students to stay home,"[{'start': 0, 'end': 53, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'On-campus Service - Positive']}, {'start': 52, 'end': 146, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Suggestion', 'Counseling Service - Suggestion', 'Service Availability - Suggestion']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'MIXED', 'evidence': [{'span': [0, 53]}, {'span': [52, 146]}]}}}","[""Counseling Service""]"
59,"i’m an online student, and i haven’t heard too much about many mental health services offered. i don’t know if it’s because i am an online student and it just isn’t as available to online students compared to on-campus students, but i think there should be options to have video appointments, and maybe have those professionals be able to look into referrals to professionals in that student’s area, so they can receive local help as well. ","[{'start': 232, 'end': 291, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Counseling Service - Limitation', 'Service Availability - Suggestion']}, {'start': 296, 'end': 440, 'aspects': [], 'sentiments': [], 'raw_labels': ['General - Suggestion', 'Service Availability - Limitation', 'Counseling Service - Suggestion']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [232, 291]}]}}}","[""Service Availability""]"
61,there needs to be more and faster availability to counseling on campus ,"[{'start': 0, 'end': 71, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Suggestion', 'Service Availability - Suggestion', 'Service Availability - Suggestion']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 71]}]}}}","[""Service Availability""]"
63,"the fact that i know multiple people who were told they needed more support than mit could provide and then just completely ghosted is absolutely abhorrent. if someone so desperately needs help that the counseling services at the school aren't able to provide it, they absolutely should be doing everything in their power to connect that person with off campus resources that can help them immediately. ","[{'start': 0, 'end': 156, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}, {'start': 264, 'end': 402, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Suggestion'}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 156]}, {'span': [264, 402]}]}}}","[""Counseling Service""]"
64,"there seem to be many services, but many of the people running them are students who aren't sure of what they're doing.","[{'start': 0, 'end': 30, 'aspects': ['Service Availability'], 'sentiments': ['Positive'], 'raw_labels': ['Service Availability - Positive', 'Mental Health Service - Positive', 'Service Availability - Positive']}, {'start': 32, 'end': 119, 'aspects': [], 'sentiments': [], 'raw_labels': ['On-campus Service - Negative', 'Service Availability - Limitation', 'Counseling Service - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Positive', 'evidence': [{'span': [0, 30]}]}}}","[""Service Availability""]"
65,i feel as if there desperately needs to be more diversity on the counselling team as well as more response to student input. i feel like certain counsellors (jan park) are very harmful to students and simply need to be checked. i think the college does a good job of providing a little bit to everyone but this spreads it thin.,"[{'start': 0, 'end': 124, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Suggestion', 'Service Availability - Suggestion', 'Counseling Service - Suggestion']}, {'start': 125, 'end': 227, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Negative']}, {'start': 228, 'end': 326, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'Wellness Service - Positive']}]","{'aspect_set': ['Counseling Service', 'On-campus Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 124]}, {'span': [125, 227]}]}, 'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [228, 326]}]}}}","[""Counseling Service"", ""On-campus Service""]"
66,none really if you reach out to counseling and have problems that can’t be fixed in 2 talks you are told you have to many problems and no one is going to have problems that can be fixed fast if you are going for depression or anxiety bc that’s just not how it works,"[{'start': 12, 'end': 130, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_label': 'Counseling Service - Negative'}, {'start': 135, 'end': 265, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_label': 'Mental Health Service - Negative'}]","{'aspect_set': ['Counseling Service', 'Mental Health Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [12, 130]}]}, 'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [135, 265]}]}}}","[""Counseling Service"", ""Mental Health Service""]"
67,none i’ve been to health counselling several times and the counsellor always ends up leaving cwru after a year. or i just don’t match well with the counsellor ,"[{'start': 0, 'end': 159, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['Counseling Service - Negative', 'Counseling Service - Limitation', 'Service Availability - Limitation']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [0, 159]}]}}}","[""Counseling Service""]"
70,there are not enough counselors and i have heard so many stories (including my own experience) where friends have wanted to go to counseling services and they are told they have to wait months to book an appointment,"[{'start': 0, 'end': 215, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_labels': ['Service Availability - Negative', 'Service Availability - Limitation']}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 215]}]}}}","[""Service Availability""]"
72,"most of my experiences with these services were in 2019, when i was really struggling with depression and anxiety. i was told that there weren't enough resources to really help me, and to try and find a therapist off campus. i feel as though umass does a great job advertising, but it's hard to know that you'll get actual support when you need it","[{'start': 115, 'end': 347, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [115, 347]}]}}}","[""Service Availability""]"
73,students who struggle need a safe and easy way to reach out,"[{'start': 0, 'end': 59, 'aspects': ['Service Availability'], 'sentiments': ['Negative'], 'raw_label': 'Service Availability - Negative'}]","{'aspect_set': ['Service Availability'], 'by_aspect': {'Service Availability': {'label': 'Negative', 'evidence': [{'span': [0, 59]}]}}}","[""Service Availability""]"
74,there needs to be a way to streamline classroom help for mental health issues.,"[{'start': 0, 'end': 78, 'aspects': ['Mental Health Service'], 'sentiments': ['Negative'], 'raw_labels': ['Mental Health Service - Suggestion', 'Mental Health Service - Suggestion', 'On-campus Service - Suggestion']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Negative', 'evidence': [{'span': [0, 78]}]}}}","[""Mental Health Service""]"
76,the attention and awareness of mental health is working well. they destigmatize it,"[{'start': 0, 'end': 82, 'aspects': ['Mental Health Service'], 'sentiments': ['Positive'], 'raw_labels': ['Mental Health Service - Positive', 'Mental Health Service - Positive', 'Mental Health Service - Positive']}]","{'aspect_set': ['Mental Health Service'], 'by_aspect': {'Mental Health Service': {'label': 'Positive', 'evidence': [{'span': [0, 82]}]}}}","[""Mental Health Service""]"
77,"i suppose the on campus counseling when i was struggling in school during the fall 2021 semester, not related to the pandemic ","[{'start': 0, 'end': 126, 'aspects': ['Counseling Service'], 'sentiments': ['Positive'], 'raw_labels': ['Counseling Service - Positive', 'Counseling Service - Positive', 'Mental Health Service - Positive']}]","{'aspect_set': ['Counseling Service'], 'by_aspect': {'Counseling Service': {'label': 'Positive', 'evidence': [{'span': [0, 126]}]}}}","[""Counseling Service""]"
78,"i think the school at least has some sort of staff that can help students, but i'm very hesitant to ever use those resources since of all the bad things i have heard about it. i've heard that the staff isn't very attentive and doesn't really listen to students/clients and people's experiences just overall haven't sounded that good. there's a quantity of resources, but it seems like the quality of those resources isn't actually that helpful for those who are struggling.","[{'start': 0, 'end': 73, 'aspects': ['On-campus Service'], 'sentiments': ['Positive'], 'raw_labels': ['On-campus Service - Positive', 'On-campus Service - Positive', 'On-campus Service - Positive']}, {'start': 78, 'end': 333, 'aspects': ['Counseling Service'], 'sentiments': ['Negative'], 'raw_labels': ['On-campus Service - Negative', 'Counseling Service - Negative', 'Counseling Service - Limitation']}, {'start': 334, 'end': 473, 'aspects': [], 'sentiments': [], 'raw_labels': ['General - Negative', 'Mental Health Service - Limitation', 'Counseling Service - Negative']}]","{'aspect_set': ['Counseling Service', 'On-campus Service'], 'by_aspect': {'On-campus Service': {'label': 'Positive', 'evidence': [{'span': [0, 73]}]}, 'Counseling Service': {'label': 'Negative', 'evidence': [{'span': [78, 333]}]}}}","[""Counseling Service"", ""On-campus Service""]"
